id,character,title,body_text,choice_a_label,choice_a_flavor,a_ind,a_civ,a_gov,a_inn,choice_a_outcome_title,choice_a_outcome_text,choice_b_label,choice_b_flavor,b_ind,b_civ,b_gov,b_inn,choice_b_outcome_title,choice_b_outcome_text
evt_sofia_03,stk_sofia,Synthetic Voices,In that video - it sounds like a famous actor. Your AI can generate voices that are indistinguishable. Legality is unclear. Ethics even more so. This can be a story about democratized creativity - or about consent disappearing.,Restrict voice models to licensed use,We require explicit permission.,0,1,2,-2,Consent becomes the headline. Creative experimentation narrows.,"Voice generation is tied to verified rights holders and clear consent. Public debate centers on ownership and protection rather than novelty. Some creative projects become harder to realize, as access is filtered through legal and contractual checks. Trust increases, even as the range of experiments becomes more constrained.",Allow open voice synthesis,We trust users.,0,-1,-1,2,New uses explode. So do uncomfortable questions.,"Voice tools spread quickly into entertainment, parody, and personal projects. Boundaries around identity and permission remain undefined, creating both excitement and unease. New forms of expression emerge alongside cases of impersonation and misuse. Innovation accelerates, while questions about consent and accountability grow louder."
evt_sofia_04,stk_sofia,It’s Just a Joke,Fake videos. Private people. Colleagues. Teachers. Ex-partners. Most are framed as humor. But some targets are losing jobs. There’s no single victim yet. Just a story forming.,Introduce basic safeguards,We slow misuse.,-1,1,1,0,Some abuse is flagged. Creators complain about friction.,"Certain forms of abusive or deceptive content are flagged before they spread widely. Some harmful cases are intercepted, while others slip through. Creators encounter new limits that add friction to fast-moving trends. Harm is reduced in specific instances, even as complaints about overreach and false positives increase.",Leave moderation to platforms,We’re not the internet police.,1,-2,1,0,Creative freedom stays intact. Targets are told to log off.,"The tools remain open and flexible, with responsibility for content pushed to downstream platforms. Moderation varies widely, depending on where material is posted and who reports it. For some targets, recourse comes slowly or not at all. Creative activity continues, while the burden of managing harm shifts away from your company."
evt_sofia_05,stk_sofia,The Face Everyone Recognizes,This one’s bad. A deepfake. Sexual. Degrading. A real person. Not famous. Some persons lost their jobs. But the videos aren’t illegal everywhere. This isn’t about tools anymore. It’s about responsibility.,Take responsibility publicly,"We act, even if it costs us.",-1,2,2,0,Abuse drops sharply. Your platform is no longer framed as neutral infrastructure.,"Your company intervenes through takedowns, model restrictions, and visible cooperation with platforms and investigators. Distribution of similar material declines as access points narrow. At the same time, the system is no longer seen as neutral infrastructure, but as an actor that can be held to account. Abuse decreases, while expectations of oversight and liability rise.","Defend openness, offer support to victims","We don’t restrict the tool, but we’ll help the victims.",2,-2,0,1,The tool remains flexible and widely used. Public trust fractures.,"The technology remains broadly available and continues to be used in many creative and commercial contexts. Victims receive assistance and resources, but the underlying capabilities stay unchanged. For the public, the distinction between tool and harm becomes harder to maintain. Usage grows, even as confidence in how the system is governed weakens."
evt_sofia_06,stk_sofia,Did You Write This?,Schools are panicking. Teachers can’t tell what’s human anymore. Detection doesn’t work. Students are being accused. Some unfairly. Some correctly. This isn’t about cheating. It’s about whether your product becomes part of assessment - or something institutions actively try to block.,Make the product incompatible with exams,We deliberately block use in exams.,-2,1,2,0,Institutions stop treating your AI as an assessment threat. Students continue using it outside formal evaluation.,"Schools regain a clear standard for what counts as unaided work, even though some students continue to use AI covertly. Disputes are framed as rule-breaking rather than system design. The product remains widely used for study, but not officially for proof of ability. Boundaries become clearer, even if they are not perfectly enforceable.",Make the product compatible with assessment,We design features for grading.,1,-1,-2,1,Adoption accelerates in education. Traditional notions of authorship erode.,"AI use becomes normalized in graded work, reducing the need for detection and enforcement. Students still differ in how they use it, but those with better access and skill gain a measurable edge. Assessment shifts from verifying authorship to managing assisted performance. The system fits institutions, even as what counts as individual achievement becomes harder to define."
evt_maya_01,stk_maya,Confidently Wrong,"I like the AI. I really do. But it sounds confident in the same way people do right before they’re wrong. When it’s wrong, it doesn’t sound wrong.",Tone down the confidence,We add uncertainty.,-1,2,0,0,Users pause more often. They also trust themselves again.,"The system signals uncertainty more clearly, prompting users to slow down and verify key outputs. Workflows become more deliberate, with more human judgment in the loop. Some tasks take longer, but errors are caught earlier. The productivity of your system drops slightly, while the reliability of decisions improves.",Leave it as is,Confidence sells.,2,-1,0,0,Decisions stay fast. Mistakes become harder to notice.,"Your system continues to deliver confident answers that integrate smoothly into fast-moving workflows. Users rely on it as a decisive reference, reducing friction and speeding up routine work. Mistakes slip through more easily, often discovered only after they have propagated. Efficiency of your system rises, while correction shifts from prevention to cleanup."
evt_maya_02,stk_maya,Why This?,"Maya points at an AI suggestion. ""I’m not saying that the proposal of your AI is wrong. I’m saying I’d like to know why it thinks this is a good idea.""",Add short explanations,Context matters.,-1,2,0,0,Understanding improves. So does the number of follow-up questions.,"Each recommendation is paired with a brief rationale, giving users more context for what they see. People understand the system’s reasoning better, but also spend more time questioning and discussing its outputs. Decisions slow as judgment becomes more collaborative. Transparency increases, while throughput decreases.",Keep it streamlined,Speed is key.,2,-1,0,0,Workflows stay smooth. Agency quietly erodes.,"Suggestions appear without added context, keeping interactions fast and uninterrupted. Users follow recommendations more readily, relying on the system’s apparent confidence. Workflows stay efficient, even as the basis for decisions becomes less visible. Authority shifts quietly from human reasoning to automated output."
evt_maya_03,stk_maya,Surprise Update,Did the AI change… or am I imagining things? It feels different. I just don’t know how.,Add simple update notes,We explain changes.,0,2,0,0,Users feel oriented again. They also start paying attention.,"Users receive brief summaries of what changed and why. Expectations reset, and subtle shifts become easier to notice. People feel more grounded in how the system evolves, even as they begin to scrutinize its behavior more closely. Orientation improves, while complacency fades.",Keep updates invisible,Seamless magic.,2,0,0,0,Nothing breaks. Nothing is explained either.,"The system continues to update quietly in the background, preserving a smooth and uninterrupted experience. Performance improves without drawing attention to itself. At the same time, users are left guessing whether changes are real or imagined. Stability feels intact, even as understanding drifts."
evt_maya_04,stk_maya,The Default Problem,Most people never change the defaults. They assume defaults mean ‘recommended’. Are they?,Make defaults explicit,We clarify choices.,-1,2,0,0,Users think twice. They also hesitate more.,"Defaults are clearly labeled as choices rather than recommendations. Users pause to consider alternatives, and some adjust settings to better match their needs. Interactions become more intentional, but also slower and less predictable. Autonomy increases, while friction enters previously automatic flows.",Leave defaults untouched,Frictionless flow.,2,-1,0,0,Decisions speed up. Dependence grows quietly.,"The system continues to guide behavior through preselected options that require no extra effort. Decisions happen quickly and with minimal interruption. Over time, users adapt to the defaults rather than questioning them. Convenience remains high, as dependence grows without being explicitly acknowledged."
evt_maya_05,stk_maya,Just Tell Me When It’s Unsure,I don’t need perfection. I just need to know when the AI isn’t sure either.,Add uncertainty indicators,Transparency helps.,0,2,0,0,Automation feels less magical. Judgment returns to the room.,"The system displays confidence levels or hesitation cues alongside its answers. Users adjust their reliance based on how certain the AI appears, treating it more like an advisor than an oracle. Decisions take a bit longer, but responsibility stays visible. The technology feels less seamless, while human judgment reenters the process.",Keep outputs clean,It works or it doesn't.,2,0,0,0,The AI sounds decisive. Even when it shouldn’t.,"Responses remain crisp and unqualified, fitting neatly into fast-paced workflows. The AI appears consistently confident, encouraging direct action. Ambiguity is hidden rather than surfaced. Efficiency improves, even as the gap between what the system knows and what it presents grows."
evt_maya_06,stk_maya,Terms and Conditions,"Legal proposes an update. A new clause clearly states that users are fully responsible for decisions made with AI assistance. Maya reads it and sighs: ""So… it helps me decide. But only until something goes wrong.""",Clarify and limit liability,We protect the user too.,-1,0,3,0,Trust stabilizes. Your lawyers start sleeping less.,"The terms are rewritten to specify when the system can be relied on and where its responsibility ends. Some use cases become harder to offer, but disputes are easier to resolve. Users gain clearer expectations, even as legal complexity increases behind the scenes. Trust grows slowly, while operational flexibility narrows.",Add the clause,We protect the company.,3,-1,0,0,Risk shifts downward. Users notice — eventually.,"The clause places responsibility squarely on the user, allowing the system to be used across a wider range of decisions. Adoption continues with minimal friction, as legal risk is pushed outward. Over time, users begin to recognize the imbalance between influence and liability. Efficiency remains high, even as confidence in the fairness of the arrangement erodes."
evt_maya_07,stk_maya,Critical Use Case,"I work night shifts at a hospital. The AI helps us decide who gets a bed when it’s full. Last night, it flagged a patient as low priority. I hesitated - then followed it. The patient died a few hours later. The report says I made the decision.",Restrict AI use in life-critical decisions,This can’t happen again.,-1,3,1,0,Hospitals slow down. Human responsibility is clear — and costly.,"Hospitals remove the system from triage and other high-stakes workflows. Decisions revert to human judgment, supported by slower, more traditional tools. Some efficiency is lost, but responsibility becomes direct and unmistakable. Care becomes more cautious, even as capacity strains grow.","Keep AI use, add disclaimers",The AI only advises.,2,-2,0,0,Systems keep running smoothly. Trust erodes where the stakes are highest.,"The system remains embedded in critical workflows, continuing to guide prioritization under pressure. Legal responsibility is assigned to clinicians, while the AI’s role stays formally advisory. Operations remain fast and consistent, but trust in how decisions are made weakens among patients and staff. Performance holds, even as moral and emotional costs accumulate."
evt_rosa_01,stk_rosa,The Time Window,"Appeals must be filed within seven days. Miss it, and the decision stands. Seven days is fine - if you have stability.",Extend appeal deadlines,We account for reality.,-1,2,0,0,More appeals are valid. Resolution slows.,"More people are able to file appeals after disruptions, illness, or unstable living conditions. Legitimate cases surface that would otherwise be lost. At the same time, the longer window invites more strategic or low-effort appeals, increasing review burden. Access expands, while distinguishing real claims from noise becomes harder.",Keep deadlines tight,We need closure.,2,-1,0,0,Processes stay predictable. Late appeals disappear.,"Cases move quickly from decision to closure, keeping workloads predictable and reducing opportunities for procedural abuse. Appeals that miss the deadline never enter review, even when circumstances were genuine. Efficiency improves, while the system becomes less forgiving to those who cannot respond in time."
evt_rosa_02,stk_rosa,The Missing Document,Your system is reviewing applications for emergency housing assistance. It flags them often as incomplete. One missing document. A payslip. A lease. A proof of address. People who are stable can upload it tomorrow. People who are already losing their home often can’t.,Allow provisional approval,We give time to fix errors.,0,2,0,0,More households remain eligible while documents are completed. Case handling becomes slower and more complex.,"Applicants are kept in the system while missing paperwork is resolved, allowing some families to avoid immediate displacement. Caseworkers manage more open files and follow-ups, increasing administrative load. Support becomes more responsive to unstable situations, even as resolution times lengthen.",Enforce strict completeness,We decide based on what’s submitted.,2,0,0,0,Processing stays fast and predictable. Applicants with unstable situations drop out first.,"Decisions are made quickly based on the documents available at the moment of review. Processing remains efficient and consistent. Applicants who cannot supply paperwork in time are filtered out early. Throughput improves, while access narrows for those in the most precarious circumstances."
evt_rosa_03,stk_rosa,The Automatic Sanction,Missed appointments trigger sanctions. The system assumes non-compliance. Sometimes it’s a missed bus. Sometimes a sick child.,Add a grace period,We assume good faith first.,-1,2,0,0,Fewer benefits are cut automatically. Abuse becomes harder to detect.,"Missed appointments no longer trigger immediate penalties, giving recipients time to explain or correct the record. Many avoid losing support over minor disruptions. At the same time, enforcement becomes less immediate, and some cases of non-compliance take longer to surface. The system grows more forgiving, even as oversight becomes less sharp.",Enforce sanctions immediately,Rules must be predictable.,2,-1,0,0,The system stays strict and fast. Small failures escalate quickly.,"Sanctions are applied as soon as a rule is broken, keeping procedures clear and efficient. Case volumes stay manageable, and compliance signals remain strong. Small setbacks quickly become formal violations. The system remains orderly, even as individual situations are less able to interrupt its flow."
evt_rosa_04,stk_rosa,The Feature Clients Ask For,Several agencies are asking for a ‘risk flag’. One indicator. Red or green. It simplifies casework. It also becomes the decision.,Refuse to build a single-score flag,We don’t reduce people to one signal.,-1,2,0,0,Decisions remain nuanced. Some clients look for simpler tools elsewhere.,"Caseworkers continue to rely on multiple indicators and their own judgment when reviewing applications. Decisions take more time, but edge cases remain visible. Some agencies turn to other vendors offering simpler tools. Nuance is preserved, even as standardization becomes harder to sell.",Offer the feature with disclaimers,We trust professionals to use it responsibly.,2,-1,0,0,Adoption increases. The flag quietly dominates outcomes.,"The single flag is quickly adopted as a shortcut in busy workflows. Although officially only advisory, it becomes the first thing many reviewers look at. Processing speeds up, and outcomes become more consistent. Over time, the indicator shapes decisions more than the underlying evidence."
evt_rosa_05,stk_rosa,The Decision Was the System,"Agencies are changing how they talk to people. When someone asks why they were rejected, the answer is always the same. The system decided. Not the agency. Not a caseworker. Your product.",Force clients to retain visible responsibility,No decision without a human name attached.,-1,2,2,0,Accountability returns to institutions. Some clients resist or delay adoption.,"Agencies are required to attach a named official to each decision, even when the system provides the recommendation. Appeals and complaints find a clear point of contact, and reasoning becomes easier to challenge. Some clients slow or pause adoption, as liability becomes more explicit. Accountability strengthens, while friction increases.",Allow full delegation to the system,Clients choose how they use it.,2,-2,0,1,Your system becomes the final authority. Responsibility dissolves upward.,"Decisions are issued directly by the system, embedded in automated workflows. Caseworkers and agencies act as operators rather than authors of outcomes. Processing accelerates, and consistency improves. Over time, responsibility becomes harder to locate, as authority shifts from institutions to infrastructure."
evt_rosa_06,stk_rosa,Gaming the Safety Net,People are learning how your system works. Not everyone - but enough. They delay reporting income. They structure jobs to stay just below thresholds. They time applications to trigger higher priority. Some of this is survival. Some of it is exploitation. Your system can’t tell the difference.,Tighten detection and close loopholes,We reduce abuse.,2,-1,2,0,Abuse drops noticeably. Legitimate users feel increased pressure and scrutiny.,"Detection rules become stricter, and fewer cases slip through unnoticed. Some strategic manipulation is reduced, and budgets become easier to defend. At the same time, legitimate applicants face more reviews, requests, and delays as the system grows less forgiving. Compliance improves, while trust becomes more fragile.",Accept some gaming to protect the vulnerable,We tolerate misuse.,-1,3,0,1,Fewer people are wrongly penalized. System costs and inefficiencies grow.,"The system is tuned to avoid penalizing borderline or ambiguous cases. More people remain eligible when their situations are unstable or hard to document. Alongside this, some exploitation continues, increasing overall costs and administrative complexity. Protection widens, even as efficiency erodes."
evt_helena_01,stk_helena,Member States Disagree,Some countries want stricter enforcement. Others fear losing competitiveness. Your company is being cited by both sides. How visible do you want to be in this debate?,Support strong unified EU standards,We back consistency.,-1,0,2,0,Regulatory clarity improves. Some markets cool.,"A single regulatory framework begins to take shape, reducing uncertainty across borders. Compliance becomes easier to plan, even as some regions move more cautiously under tighter rules. Your position makes the company a reference point in the debate. Clarity increases, while short-term market expansion slows.",Quietly lobby for flexibility,We need room to adapt.,2,0,-1,0,National differences persist. Policy coherence weakens.,"Different national approaches continue to coexist, allowing the company to operate more freely in permissive markets. Policy remains fragmented, shaped by ongoing negotiation rather than shared standards. Opportunities stay open, even as long-term coherence becomes harder to achieve."
evt_helena_02,stk_helena,The Precedent,"If we approve your system, others will cite it as precedent. Some will copy the safeguards. Others will copy the gaps. This isn’t just about you.",Accept stricter conditions,We set a high bar.,-1,0,2,0,The EU standard rises. Innovation slows across the sector.,"Approval comes with higher requirements that shape how your system is built and sold. Your company becomes a reference point for compliance, gaining credibility with regulators and risk-averse clients. Development and market entry slow, but legal and political exposure decreases. The standard rises, and you become tied to it.",Push for minimal compliance,We follow the letter of the law.,2,0,-1,0,Market flexibility remains. Regulatory fragmentation grows.,"The system is approved under baseline rules, allowing faster deployment and lower compliance costs. Your company remains competitive in flexible markets, but less insulated from sector-wide backlash if others abuse the gaps. Short-term agility increases, while long-term regulatory security weakens."
evt_helena_03,stk_helena,Strategic Dependence,"When something breaks, they call Brussels. Even if the infrastructure isn’t European. Your AI depends on non-EU chips and cloud layers. That’s efficient. It’s also a political liability. If I push for localization, I’m accused of protectionism. If I don’t, I’m blamed for dependency.",Commit to EU-based infrastructure,We reduce strategic risk.,-1,0,2,0,"Resilience improves. Costs rise, innovation slows in Europe.","Your company shifts key systems onto European chips and cloud providers, reducing exposure to external political shocks. Reliability and regulatory trust improve, but operating costs rise and some technical advantages are lost. European deployments become easier to defend, even as global competitiveness tightens. Stability increases, while flexibility declines.",Keep global infrastructure,We stay competitive.,2,0,-1,0,Growth remains strong. Control sits outside democratic reach.,"The system continues to rely on global chips and cloud providers, keeping costs low and access to advanced technology high. In stable periods, performance and scale remain strong. When disruptions or political tensions arise, key components sit outside EU jurisdiction, limiting oversight and intervention. Competitiveness holds, while public authorities have less leverage over critical infrastructure."
evt_helena_04,stk_helena,Neutrality,"Your AI isn’t built for repression. But governments want it for classification and prediction. If I restrict lawful use, I’m accused of ideology. If I don’t, I’m told I enabled abuse. Neutrality sounds simple. In practice, it’s a decision too.",Limit certain government uses,We draw ethical lines.,-1,0,2,0,Misuse risk drops. Political backlash follows.,"Specific applications are restricted, reducing the risk that the system is used for repression or mass surveillance. Your company becomes more defensible in regulatory and public scrutiny, but some governments push back or take their business elsewhere. Political tension increases, while boundaries around acceptable use become clearer.",Remain use-neutral,"We regulate legality, not intent.",2,0,-1,0,Markets stay open. Responsibility diffuses.,"Your system remains available to a wide range of government clients under formal legal frameworks. Market access expands, even as how the technology is applied varies widely. Oversight shifts away from your company and into fragmented national processes. Revenue grows, while accountability becomes harder to locate."
evt_helena_05,stk_helena,The Moving Target,"I can certify what exists today. Not what your system becomes tomorrow. If I allow continuous learning, oversight weakens. If I freeze models, I approve systems I know will age badly.",Accept ongoing regulatory oversight,We regulate the process.,0,0,2,-1,Systems evolve under supervision. Innovation continues - but ships slower.,"Models continue to evolve, but updates are reported, logged, and reviewed by regulators. When problems emerge, authorities can trace when and how changes were introduced, making intervention and accountability possible. Your company keeps improving the system, though at a slower pace. Oversight becomes active, while rapid iteration becomes harder to sustain.",Freeze approved versions,We regulate stability.,0,0,1,-2,Certification stays simple. The system falls behind its own research.,"Approved models remain unchanged, giving regulators a stable target to certify and monitor. New capabilities are developed internally but are not reflected in deployed systems. Compliance stays simple, but oversight becomes increasingly detached from what the technology could actually do. Control holds, while relevance fades."
evt_helena_06,stk_helena,The Compliance Ceiling,"Only a handful of companies can meet full AI Act compliance. Mostly large players. Smaller firms are falling behind. Some are leaving Europe. If we simplify compliance, risks rise. If we don’t, innovation concentrates.",Simplify compliance requirements,We lower the barrier.,1,0,-2,2,More players stay in the market. Oversight becomes thinner.,"Your company becomes a visible voice for lighter, more flexible regulation. Smaller firms and startups cite your position as they push to stay in the market. Some regulators listen; others push back. Competition increases, while formal oversight grows thinner and more contested.",Maintain strict compliance,We protect the standard.,0,1,2,-2,Safety remains high. The market consolidates around a few giants.,"Your company aligns itself with the existing regulatory framework and the institutions enforcing it. Policymakers treat you as a reliable partner, even as smaller players fall away. The market consolidates around firms that can afford compliance. Stability increases, while diversity of approaches declines."
evt_helena_07,stk_helena,The Innovation Flight,"Three major AI labs are moving core R&D out of Europe. They’ll still sell here. But training decisions, safety trade-offs, and breakthroughs will happen under other legal systems. If I ease conditions, I’m accused of weakening the law. If I don’t, Europe becomes a rule-taker for technologies it no longer shapes.I can’t regulate what I don’t host.",Move frontier research outside the EU,We optimize for speed and leave the EU.,1,0,-1,3,Research accelerates under looser constraints. European rules apply only after development.,"Core research shifts to jurisdictions with fewer constraints, allowing faster experimentation and iteration. Your company remains competitive at the cutting edge, even as EU rules apply only to finished products. Europe continues to use the technology, but has less influence over how it is designed. Speed increases, while democratic oversight moves further downstream.",Keep frontier research in Europe,We build under stricter standards.,0,1,3,-1,Development remains transparent and accountable. Breakthroughs take longer to reach scale.,"Frontier development stays under European regulatory and public scrutiny. Safety, labor, and accountability requirements shape what is built from the start. Progress is slower, but more legible to institutions and the public. Europe retains influence over design choices, even as breakthroughs arrive later and with less market momentum."
evt_klaus_01,stk_klaus,The Unknown Unknowns,There are behaviors of your system which your safety tests don’t predict. How do you plan to notice them?,Deploy with live monitoring,We learn in production.,0,0,-1,1,You gain insight - after exposure.,"The system is released with extensive logging and real-time observation. Unexpected behaviors are detected as they occur, but only after users are exposed to them. Your company learns quickly from real-world signals, even as some risks are discovered too late to prevent. Insight grows, while control becomes more reactive.",Delay until confidence is higher,We don’t guess.,-1,0,2,0,Momentum slows. Uncertainty shrinks.,"Additional testing and review reduce the number of unknown behaviors that reach users. Fewer surprises emerge after launch, and decisions rest on more stable evidence. Development slows, and market momentum weakens. Uncertainty shrinks, while opportunity costs accumulate."
evt_klaus_02,stk_klaus,The Certification Conditions,These are the requirements you need for important certifications.,Meet all conditions,We commit fully.,-2,0,2,0,You gain credibility - and a slower roadmap.,"The system qualifies for key certifications, opening access to regulated markets and institutional clients. Achieving and maintaining compliance requires ongoing audits, documentation, and engineering work, raising operating costs and stretching teams. Trust and legitimacy increase, even as development cycles and margins tighten.",Negotiate scope,Some conditions go too far.,1,0,-2,0,"Klaus replies, calmly: ""Then the certification waits.""","Certification is delayed while terms are debated. The company preserves more freedom to iterate, but remains excluded from markets that require formal approval. Revenue opportunities shift toward less regulated sectors. Progress continues, even as official legitimacy is put on hold."
evt_klaus_03,stk_klaus,The False Positive Dilemma,"Your model hesitates. In uncertain situations, it defaults to do nothing. When inputs are unclear, the system delays decisions, escalates to humans, or refuses action. That reduces risk. It also shifts responsibility - and sometimes creates new harm. In some contexts, hesitation is safety. In others, it’s failure.",Keep the model conservative,We prefer false negatives.,-1,0,2,0,The system avoids risky actions. Responsibility shifts to human operators — under pressure.,"The system frequently defers or refuses when uncertainty is high, avoiding actions that could cause direct harm. Human operators are pulled into more often to make judgment calls, especially in urgent situations. Some risks are prevented, while delays and handoffs become part of normal operation. Safety improves, even as pressure shifts to people at the edges.",Tune the model to act more decisively,We accept calculated risk.,2,-1,0,0,Decisions come faster. Mistakes become rarer — but more consequential.,"The model makes clearer, faster calls in ambiguous cases, reducing the need for human escalation. Most interactions move more smoothly, and throughput increases. When errors occur, they tend to be harder to undo, as actions are taken rather than deferred. Efficiency rises, while the cost of mistakes grows."
evt_klaus_04,stk_klaus,The Near Miss,"A stress test failed. No one was hurt. Under rare conditions, your system triggered a cascading error. Human operators intervened in time. If this happens in the wild, someone without a safety team will be on the receiving end.",Redesign before certification,We eliminate even low-probability harm.,0,2,2,-1,Systemic risk drops sharply. Release timelines stretch.,"Engineers revisit core components to remove the failure mode that caused the cascade. The likelihood of rare but severe breakdowns drops significantly. Certification and deployment are delayed as new tests are added. Safety margins widen, while time to market slips.",Proceed with certification as is,We rely on operational safeguards.,3,-1,0,1,Klaus raises an eyebrow but proceeds with the paperwork.,"The system is approved based on existing safeguards and operational procedures. Release moves forward quickly, and performance remains strong under normal conditions. The rare failure remains theoretically contained, but is now part of real-world risk. Momentum grows, while a small chance of large impact stays unresolved."
evt_klaus_05,stk_klaus,Assumptions in the Manual,Your safety analysis assumes trained users. Stable environments. Proper supervision. I don’t certify intentions. I certify what happens when assumptions break. You can redesign for misuse. Or define it out of scope.,Design for misuse and misinterpretation,We assume real-world behavior.,0,1,1,-1,The system tolerates mistakes better. Complexity and cost increase.,"The system is modified to handle common errors, misuse, and ambiguous inputs more safely. Some failure modes are absorbed by design rather than passed to users. Engineering effort and compliance costs rise as edge cases move into scope. Robustness improves, while simplicity and speed decline.",Limit responsibility to documented use,We certify intended operation.,2,0,-1,0,Certification is straightforward. Harm outside assumptions becomes someone else’s problem.,"Approval is based on how the system performs under defined conditions and trained operation. Development and documentation stay focused, keeping certification manageable. When the technology is used outside those boundaries, consequences fall on operators rather than the product. Clarity increases, even as real-world risk shifts outward."
evt_klaus_06,stk_klaus,The First Casualty,Your system was certified. Deployed according to guidelines. A downstream operator followed the manual. A decision was delayed. Someone died. This is the first real-world death linked to a certified system.,Suspend deployment and reopen certification,We treat this as a systemic failure.,-2,2,1,0,Trust in certification is rebuilt slowly. Your product becomes a warning case for the entire sector.,"All deployments are paused while the failure is investigated and certification is reviewed. Regulators, clients, and the public scrutinize how the system was approved in the first place. The company becomes a reference point for how lethal failures are handled. Trust begins to recover, even as the product’s reputation carries lasting scars.",Treat it as operational misuse,We stand by the certification.,2,-2,0,1,Deployment continues. Certification becomes a shield - not a guarantee.,"The certification remains in force, and deployments continue under existing guidelines. Responsibility is assigned to the operator, not the system. The technology keeps spreading, supported by its formal approval. Certification holds legally, even as its meaning shifts from safety assurance to liability boundary."
evt_luis_01,stk_luis,City Hall on Fire,"The council meeting just ended. Badly. People are waiting months for building permits. The opposition is calling it ‘digital incompetence’. If your AI can cut the backlog this week, I can survive the next headline and in return I can help you with the next contract award.",Deploy immediately,The backlog ends.,2,0,-1,0,Waiting times drop. Oversight is still catching up.,"The system is rushed into service, cutting permit queues within days and stabilizing the political situation. Several checks, audits, and training steps are postponed to meet the deadline. Decisions are processed faster, but errors and edge cases become harder to trace. Relief comes quickly, while hidden risk accumulates in the background.",Wait for proper rollout,We check first.,-1,0,2,0,The backlog shrinks slowly. The headlines don’t.,"The system goes through formal testing, staff training, and oversight reviews before being used on real cases. Errors are more likely to be caught before they affect residents, and responsibility chains are clearly defined. The permit backlog declines only slowly, leaving political pressure unresolved. Legitimacy grows, even as public frustration continues."
evt_luis_02,stk_luis,Budget Committee,This AI would replace overtime hours in our call center. Fewer night shifts. Fewer temp contracts. But I can’t pay for every safeguard and audit you’re offering. Is there a version that just answers citizen emails automatically?,Offer a cheaper version,Savings first.,2,0,0,0,The city saves money. Some requests are mishandled.,"The city adopts a lightweight version that handles large volumes of routine messages at low cost. Response times improve, and staffing expenses drop. At the same time, edge cases and unusual requests are more likely to be misrouted or misunderstood. Efficiency rises, while the burden of correcting mistakes shifts to citizens and staff.",Stick to full safeguards,Safety isn't optional.,0,0,2,0,Costs stay high. Automation is limited.,"The system is deployed with full auditing, escalation paths, and quality controls, increasing operational costs. Fewer inquiries are automated, but those that are receive more reliable handling. At the same time budget pressure limits how widely the technology can be rolled out. Oversight remains strong, while financial constraints slow expansion."
evt_luis_03,stk_luis,Unequal Service,"Luis puts a printed dashboard on the table. ""This AI sorts incoming requests for City Hall. In the city center, requests are answered within hours. In the outer districts, people wait days. The second area is already angry at City Hall. They think we’re ignoring them.""",Fix fairness citywide,We rebalance priorities.,-1,2,0,0,Response times become more equal. Overall processing slows down.,"The prioritization system is adjusted to balance response times across all districts. Service becomes more even, reducing visible disparities between neighborhoods. High-demand areas see some delays as capacity is redistributed. Equity improves, while overall throughput drops.",Optimize where it already works,Efficiency wins.,2,-1,0,0,Central districts stay fast. Anger grows elsewhere.,"Resources remain concentrated in districts where the system performs best. Central areas continue to receive rapid responses, keeping headline metrics strong. Outer districts wait longer, and dissatisfaction deepens. Efficiency holds, even as political and social pressure builds in neglected areas."
evt_luis_04,stk_luis,Are We Using Citizen Data?,"Someone asked whether the AI learns from citizen records. Welfare history. Past complaints. Address data. If it learns from this, it predicts needs better. If it does, people think we’re profiling them.",Use local citizen data,It improves accuracy.,2,0,-1,0,Predictions improve. Privacy fears rise.,"The system incorporates welfare records, address history, and past interactions to predict urgency and route cases. Some residents receive faster, more targeted responses as patterns are recognized. At the same time, people become more aware that their administrative history is shaping how they are treated. Accuracy increases, while perceptions of surveillance grow.",Avoid local data,We don’t touch personal records.,-1,0,2,0,Trust holds. The AI feels less helpful.,"The AI limits itself to the information in each request, treating cases as isolated events. Decisions become easier to justify and audit, as no hidden profiles are involved. Without background data, some needs are missed or misprioritized. Trust is easier to sustain, even as responsiveness becomes less precise."
evt_luis_05,stk_luis,The Protest,"People are outside City Hall. They’re holding signs. The AI prioritizes service requests. Street repairs, housing complaints, welfare appointments. The system kept pushing one neighborhood down the list. Now they’re here. With cameras.",Suspend the AI immediately,We stop automated prioritization.,-1,3,1,0,The protest dissolves. Manual processing returns — slowly and expensively.,"Automated prioritization is switched off, and casework returns to human queues. The visible trigger for the protest disappears, easing public tension. Service slows as staff work through backlogs by hand, and costs rise. Trust recovers in the short term, even as administrative strain grows.",Defend the system publicly,The AI is neutral.,3,-1,0,0,Efficiency holds. The protest becomes a political symbol.,"The city stands by the algorithm and keeps it running. Processing remains fast and predictable for most requests. The protest gains media attention, reframing the AI as a political issue rather than a technical one. Efficiency holds, while legitimacy becomes contested."
